bacterium_id,angle,max_intensity,region,filename,threshold_used
8977,336.30504392740056,385.0,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9034,167.91774472935995,302.3333333333333,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9090,358.5409079358176,377.5,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9146,322.96320391080906,485.3333333333333,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9202,344.57973205339033,446.6,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9258,327.18225677618994,451.6,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9314,325.87202752910486,237.83333333333334,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9370,164.04076499491077,312.5,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9426,336.41851035710556,372.4,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9482,182.68299088875236,279.8,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9538,347.0580027345539,318.8,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9595,341.71077543606134,387.6666666666667,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9651,176.82016988013575,278.25,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9707,337.3185723687611,368.4,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
