,Abscissa,red_250326_2619+2621_2_0p5agarose_LB_OD0p5_still_mix50pc_30min_20X_020.tif,red_250402_2619+2621_2_0p5agarose_LB_OD0p5_Still_mix50pc_30min_20X_024.tif,red_250404_2619+2621_5_0p5agarose_LB_OD0p5_Still_mix50pc_30min_20X_051.tif,red_250506_2619+2621_3_0p5Agarose_LB_OD0p5_Still_mix50pc_30min_20X038.tif,green_250326_2619+2621_2_0p5agarose_LB_OD0p5_still_mix50pc_30min_20X_020.tif,green_250402_2619+2621_2_0p5agarose_LB_OD0p5_Still_mix50pc_30min_20X_024.tif,green_250404_2619+2621_5_0p5agarose_LB_OD0p5_Still_mix50pc_30min_20X_051.tif,green_250506_2619+2621_3_0p5Agarose_LB_OD0p5_Still_mix50pc_30min_20X038.tif
56,165.17886928262493,96.4,117.10000000000002,103.80000000000001,130.13333333333333,123.86666666666667,117.53333333333333,119.43333333333334,168.10000000000005
57,168.41767064110778,91.39999999999999,93.46666666666667,110.73333333333332,152.2,131.50000000000003,130.60000000000002,104.26666666666667,162.00000000000003
58,171.65647199959062,80.33333333333333,103.6,115.0,157.16666666666669,130.8,126.10000000000001,126.56666666666668,160.4333333333333
59,174.89527335807347,77.26666666666668,96.73333333333335,95.56666666666666,145.46666666666667,132.03333333333333,130.03333333333333,125.33333333333336,168.36666666666667
60,178.13407471655628,97.39999999999999,90.73333333333333,92.8,167.23333333333338,138.3,122.66666666666669,133.60000000000002,193.4
61,181.37287607503913,90.06666666666666,76.60000000000001,112.83333333333334,145.0,149.66666666666669,132.2,126.53333333333335,211.13333333333335
62,184.61167743352198,104.53333333333333,90.86666666666667,98.80000000000001,135.56666666666666,137.13333333333335,134.16666666666669,141.4,221.33333333333331
63,187.85047879200482,108.53333333333333,100.20000000000003,106.29999999999998,140.86666666666667,129.66666666666669,142.10000000000002,144.03333333333333,193.9
64,191.08928015048767,92.8,99.70000000000002,109.46666666666665,137.53333333333336,116.4,152.73333333333335,143.0666666666667,186.03333333333333
65,194.3280815089705,92.86666666666667,110.5,132.13333333333333,141.8666666666667,119.33333333333334,130.83333333333334,149.76666666666668,191.5
66,197.56688286745336,87.63333333333335,93.03333333333335,109.93333333333334,133.83333333333334,144.03333333333336,153.63333333333338,131.03333333333336,188.13333333333333
67,200.8056842259362,87.20000000000002,88.16666666666667,110.80000000000001,150.83333333333337,146.73333333333332,165.36666666666665,129.43333333333334,201.23333333333338
68,204.04448558441902,88.96666666666667,96.96666666666668,102.06666666666666,155.03333333333333,157.13333333333333,159.86666666666667,127.73333333333332,192.16666666666666
69,207.28328694290187,103.69999999999999,100.6,129.03333333333336,151.70000000000002,142.83333333333334,169.5666666666667,98.9,197.53333333333336
70,210.5220883013847,108.2,98.96666666666668,117.0,153.29999999999998,140.3,133.23333333333335,115.19999999999999,174.50000000000003
71,213.76088965986756,95.60000000000001,95.73333333333333,137.33333333333334,140.0666666666667,134.73333333333335,147.9,123.63333333333334,192.2666666666667
72,216.9996910183504,94.63333333333333,88.43333333333334,139.06666666666666,165.3,157.96666666666667,166.56666666666666,138.8,187.70000000000002
73,220.23849237683325,89.1,101.00000000000001,113.86666666666667,144.50000000000003,164.23333333333335,182.53333333333333,155.56666666666666,210.09999999999997
74,223.4772937353161,94.83333333333333,101.36666666666667,109.0,133.8,168.26666666666665,186.53333333333336,147.33333333333334,222.10000000000002
75,226.7160950937989,100.63333333333334,100.43333333333332,105.60000000000001,141.36666666666667,162.86666666666665,176.2,163.89999999999998,220.33333333333334
76,229.95489645228176,88.33333333333334,102.3,121.53333333333333,141.3,141.29999999999998,165.60000000000002,148.86666666666667,195.63333333333335
77,233.1936978107646,91.2,103.33333333333333,114.7,147.0,162.03333333333336,176.16666666666669,154.0666666666667,194.33333333333334
