SPOT_ID;TRACK_ID;PREV_TRACK_ID;POSITION_X;POSITION_Y;FRAME;ELLIPSE_MAJOR;ELLIPSE_MINOR;ELLIPSE_THETA;ELLIPSE_ASPECTRATIO;AREA;ANGLE;ANGULAR_VELOCITY;TOTAL_DISPLACEMENT_VECTOR;TOTAL_DISPLACEMENT;FRAME_GAP;STEP_SPEED;MSD_LAG_TIME;MSD;file;condition;CLASS;SPOT_LABEL;NEIGHBOUR;NEIGHBOUR_UNCERTAIN;CONTACT;UPDATE_NEIGHBOUR;CONTACT_ANGLE (deg);DISP_RELATIVE_ANGLE (deg);REVERSAL;CONTACT_REVERSAL;UPDATE_NEIGHBOUR_CORRECTED;CONTACT_CORRECTED;REVERSAL_CORRECTED;CONTACT_REVERSAL_CORRECTED
16217;2;;30.48343594726982;26.104385837793725;3;1.3746081060937183;0.44831461570377;-1.4608998289726545;3.066168395906168;1.9012500950625029;0.367371619220301;-0.2306453724886212;[-0.2889247511170687, -0.3175385816194698];0.4293113818954312;1;0.4293113818954312;3;6.859295595842949;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1170;[1275];[1275];1.0;[1275];[51.03876999612263];58.99289579524164;0;0.0;[];0;0;0.0
15732;2;;30.12200001395121;26.176552760843503;4;1.3518305129526904;0.4852880907281695;1.5317104840107336;2.7856247428703296;1.9054750952737527;1.029620266912885;0.6622486476925842;[-0.3614359333186101, 0.07216692304977812];0.3685702086121006;1;0.3685702086121006;4;9.040276675963572;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1137;[1236];[1236];1.0;[1236];[26.421760851806766];106.45168193208092;0;0.0;[];0;0;0.0
17690;2;;30.520025735252755;26.93329053644659;5;1.4060602753039082;0.4504442124029403;1.959102994409992;3.1214970391186445;1.903362595168131;1.8579323440005704;0.8283120770876855;[0.39802572130154346, 0.7567377756030886];0.8550301373883405;1;0.8550301373883405;5;12.257226797417418;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1171;[];[];0.0;[];;49.15597159402665;0;0.0;[];0.0;0;0.0
20095;2;;30.152951991087;27.869342035888756;6;1.370742958813071;0.4659083402462235;1.7935537933013634;2.942087188412768;1.9350500967525053;0.857933551332575;-0.9999987926679956;[-0.3670737441657579, 0.9360514994421614];1.0054529045478893;1;1.0054529045478893;6;14.50920832324748;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1235;[];[];0.0;[];;26.38626728930519;0;0.0;[];0.0;0;0.0
18134;2;;29.90009353836606;28.098628468347226;7;1.36593289698633;0.5176522446363588;-1.034345457727198;2.6387075708439607;1.973075098653753;0.4605272415096357;-0.3974063098229392;[-0.2528584527209361, 0.2292864324584727];0.3413351215769623;1;0.3413351215769623;7;17.710995666874126;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1259;[];[];0.0;[];;134.40663562935617;0;0.0;[];0.0;0;0.0
15942;2;;29.92987588108411;27.32533986131252;8;1.3687846861460329;0.4784812353919941;2.2678032304719333;2.8606862399204864;1.9878625993931305;2.345838328260601;1.8853110867509648;[0.02978234271805036, -0.7732886070347043];0.7738619112654717;1;0.7738619112654717;8;20.210443032299963;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1221;[];[];0.0;[];;110.54572134698405;0;0.0;[];0.0;0;0.0
16770;2;;29.043991419839124;27.61900661264093;9;1.3366880251952722;0.5411233992951796;-0.7614020509438231;2.470209247902283;2.080812604040632;1.9293868114970525;-0.4164515167635481;[-0.8858844612449879, 0.29366675132840925];0.933290651143096;1;0.933290651143096;9;23.687425505317705;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1265;[];[];0.0;[];;159.26587952962382;0;0.0;[1325];1;1;1
16968;2;;29.91790698661297;26.90944662848525;10;1.3434767875108249;0.4805844696233158;-0.2049588688211369;2.795506039893148;1.94138759706938;2.779713983876574;0.8503271723795216;[0.8739155667738423, -0.7095599841556783];1.1257014652938195;1;1.1257014652938195;10;26.009349222235997;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1238;[1169, 1242];[1169, 1242];2.0;[1169, 1242];[144.31994747210595, 36.216184437599324];29.548179385867737;0;0.0;[1242];1;0;0.0
19275;2;;30.27704278278817;26.84917990973533;11;1.295981370658453;0.4984591839039821;-0.178178400233275;2.599974907690932;1.960400098020005;0.5157130182532995;-2.2640009656232745;[0.3591357961752024, -0.06026671874992218];0.3641573801027225;1;0.3641573801027225;11;28.93571217164428;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1238;[1218];[1218];1.0;[1218];[49.54199568026675];115.93849309597256;1;1.0;[1248];1.0;0;0
21771;2;;29.957707131182904;26.40090163123265;12;1.3718260053201932;0.4881185217192589;2.2717445276875416;2.810436286023988;2.0301126015056288;2.023508434325424;1.507795416072124;[-0.31933565160526456, -0.4482782785026842];0.5503895650932065;1;0.5503895650932065;12;30.922610952985707;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1188;[];[];0.0;[];;49.581203715378194;0;0.0;[];0.0;0;0.0
16669;2;;30.155575871259423;25.6141203586622;13;1.389298454940371;0.4681626472200128;1.482958188845581;2.967555107589502;1.9498375974918811;0.8653552519353923;-1.1581531823900315;[0.1978687400765189, -0.7867812725704475];0.8112809680789028;1;0.8112809680789028;13;34.056351468432474;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1146;[];[];0.0;[];;15.529460658308695;0;0.0;[];0.0;0;0.0
111748;2;;30.12950988565708;24.557249472378132;14;1.378625302739024;0.4749270060316025;0.915061442182448;2.9028151383905256;2.004762600238131;0.2710402195464099;-0.5943150323889823;[-0.02606598560234019, -1.056870886284063];1.0571922747921885;1;1.0571922747921885;14;36.19615927508363;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1117;[];[];0.0;[];;35.03424346390349;0;0.0;[];0.0;0;0.0
131964;2;;28.953439743663616;22.96480697142633;15;1.337816813650069;0.469412740812301;0.2956389189006883;2.849979766921169;1.8822375941118803;0.6114628993904233;0.3404226798440133;[-1.176070141993467, -1.592442500951801];1.9796499937428735;1;1.9796499937428735;15;39.71609695892017;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1076;[];[];0.0;[];;34.30686752026406;0;0.0;[];0.0;0;0.0
93585;2;;27.09224088952828;22.31499049567297;16;1.379304484945263;0.4625628469499481;2.754344483737562;2.9818747745093144;1.92448759622438;0.5987677942741079;-0.0126951051163154;[-1.8611988541353384, -0.6498164757533651];1.9713758207899428;1;1.9713758207899428;16;41.84991336907385;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1051;[];[];0.0;[];;3.867842959358622;0;0.0;[];0.0;0;0.0
92543;2;;25.99922102234062;22.0143695084692;17;1.3359697477252677;0.4827990022831518;-0.0797124073518686;2.7671344418846755;1.96673759833688;0.0675065945908891;-0.5312611996832187;[-1.0930198671876568, -0.30062098720376795];1.1336072547466742;1;1.1336072547466742;17;45.30378795756007;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1054;[1074];[1074];1.0;[1074];[108.32694559643643];48.2668588498753;0;0.0;[1074];1.0;0;0.0
142343;2;;24.546888706285756;22.95351674436389;18;1.329590633081151;0.4673654499300994;-0.325174668984498;2.844862908201728;1.9160375958018805;0.8424156065256873;0.7749090119347981;[-1.4523323160548678, 0.9391472358946871];1.7295278797827829;1;1.7295278797827829;18;48.23705096526348;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1061;[];[];0.0;[];;74.3608748270192;0;0.0;[];0.0;0;0.0
120548;2;;24.933084051681316;24.19730676228724;19;1.308336663770062;0.4771071402450193;1.32945972267189;2.742228219636711;1.852662592633128;1.2978421003948553;0.455426493869168;[0.38619534539556, 1.2437900179233523];1.3023672498535;1;1.3023672498535;19;51.75211078867919;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1089;[1034];[];1.0;[1034];[74.41612142838284];165.9804770209644;0;0.0;[];0;0;0.0
92002;2;;24.07620187695064;22.78626559697893;20;1.3977748465573845;0.4466691592623018;1.701358850507497;3.1293292083695343;1.9329375966468767;2.896905818046618;1.5990637176517626;[-0.856882174730675, -1.411041165308312];1.6508434909360157;1;1.6508434909360157;20;54.76856966323445;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1011;[1118];[];1.0;[1118];[28.261536263943015];164.69118504188808;0;0.0;[1118];1.0;0;0.0
113160;2;;24.641029810409183;24.76122936995521;21;1.3477808862889122;0.465828025194732;1.6313930090038151;2.893301418963562;1.905475095273754;2.874403427992185;-0.0225023900544329;[0.5648279334585489, 1.9749637729762775];2.0541451990995547;1;2.0541451990995547;21;58.66883373188481;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1103;[];[];0.0;[];;10.762424635163711;0;0.0;[];0.0;0;0.0
123344;2;;24.779633434880715;26.284877645652625;22;1.325151093182953;0.471227094481512;1.3296022217568957;2.8121283956327;1.9033625951681297;0.1878397453813634;-2.6865636826108217;[0.13860362447152852, 1.5236482756974183];1.5299395519929408;1;1.5299395519929408;22;61.38024327444319;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1186;[1294];[1294];1.0;[1294];[58.972634524297476];35.79793170168111;0;0.0;[1294];1.0;0;0.0
93072;2;;25.605835825330093;27.235458088292827;23;1.303822484447397;0.4874949291686488;0.8879118156583109;2.674535480134891;1.9012500950625024;0.6247917735983944;0.436952028217031;[0.826202390449378, 0.9505804426402023];1.2594497083704097;1;1.2594497083704097;23;66.06683367425227;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1240;[1185];[1185];1.0;[1185];[53.59355659003917];128.38543738181306;1;1.0;[1328];1.0;1;1.0
98874;2;;25.86430004176933;25.856873966314847;24;1.3541321816573066;0.5193246793622756;0.7317153097932557;2.6074866754265646;2.095600104780001;2.2407485939256464;1.615956820327252;[0.25846421643923634, -1.3785841219779797];1.4026039827939123;1;1.4026039827939123;24;69.3492041118078;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1199;[1201];[1201];1.0;[1201];[50.06050835805087];19.771691944922384;0;0.0;[1201];1.0;0;0.0
103540;2;;25.78017567062853;25.33475246200079;25;1.3806742403917514;0.4756149520355139;0.8458078271604519;2.9029243813358017;2.0216626010831296;0.3450811231289304;-1.895667470796716;[-0.08412437114079552, -0.5221215043140575];0.5288551551105545;1;0.5288551551105545;25;74.08787405651998;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1166;[];[];0.0;[];;19.39688675422135;0;0.0;[];0.0;0;0.0
97278;2;;25.19490803728065;24.25905153240276;26;1.3344509762107133;0.4914718600900791;0.8422732172059135;2.715213391802593;1.977300098865005;0.3385395384976439;-0.0065415846312864;[-0.585267633347879, -1.0757009295980318];1.224610424821991;1;1.224610424821991;26;76.42630114084254;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1130;[];[];0.0;[];;179.64352613121852;1;0.0;[];0.0;1;0.0
98743;2;;25.810353174860325;25.40717591325596;27;1.3502739102306138;0.4884290174443624;1.0584927564524738;2.7645243464357137;1.962512598125627;3.135371010882234;2.79683147238459;[0.6154451375796697, 1.1481243808532007];1.3026750597443724;1;1.3026750597443724;27;78.30045767476412;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1163;[1243];[1243];1.0;[1243];[9.122896205378481];55.54525310532657;0;0.0;[1243];1.0;0;0.0
179856;2;;25.558727566221265;25.893608139196957;28;1.323036905870376;0.4901203078155647;1.003993395284359;2.6994125417228023;1.945612597280627;0.9694475505415528;-2.165923460340681;[-0.2516256086390598, 0.48643222594099456];0.5476602572369919;1;0.5476602572369919;28;79.76796192038276;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1191;[1133];[1133];1.0;[1133];[26.871852954327935];128.28928485792574;1;1.0;[];0.0;1;0.0
182318;2;;25.36920306627598;25.47500242514417;29;1.3709077351280838;0.4793869653524114;0.9913939431274892;2.8597100760140397;1.9688500984425048;2.239070415799704;1.269622865258151;[-0.18952449994528564, -0.41860571405278435];0.4595109138172368;1;0.4595109138172368;29;84.54733214425333;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1151;[];[];0.0;[];;11.400406444389509;0;0.0;[];0.0;0;0.0
179224;2;;24.897672918587286;23.425781036003503;30;1.398875673979714;0.4910439039145864;0.8010523341647139;2.848779228960835;2.06391260319563;0.198974628520179;-2.040095787279525;[-0.47153014768869284, -2.0492213891406657];2.102771737942785;1;2.102771737942785;30;88.84178050568192;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1078;[];[];0.0;[];;152.97554794515716;0;0.0;[];0.0;0;0.0
178701;2;;25.65794991681189;24.332397347441177;31;1.292359190544041;0.497375751599575;1.09975158883777;2.5983558434197405;1.9435000971750016;2.669926986685436;2.470952358165257;[0.760276998224608, 0.9066163114376735];1.1832050752909544;1;1.1832050752909544;31;94.77627842373714;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1143;[1055];[1055];1.0;[1055];[29.602943240032317];175.5210245077227;0;0.0;[];0.0;0;0.0
180117;2;;23.79359614081721;21.71903610332103;33;1.409265382462466;0.4592536542600144;-0.2926006419765177;3.0685991703935054;1.960400098020004;3.041498311475648;-0.017511057182376;[0.06980436812527913, 0.12329787302642004];0.141686327153359;1;0.141686327153359;33;107.13113297961868;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1036;[1078];[];1.0;[1078];[90.898683620738];64.96553567313556;0;0.0;[1078];1.0;0;0.0
181969;2;;22.79068679151075;21.90435917695926;34;1.317236621072519;0.5203446649393275;2.7299571650142687;2.53146944674855;1.9625125981256284;1.9032253981822105;-1.1382729132934375;[-1.00290934930646, 0.18532307363823008];1.0198881333504315;1;1.0198881333504315;34;111.92888744774709;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1049;[1095];[1095];1.0;[1095];[76.94665986388569];64.34671459717323;0;0.0;[1118];1.0;0;0.0
192333;2;;22.101277689107636;24.44461795104364;35;1.824407758870116;0.4603042590436901;0.7851411717421214;3.963482246852186;2.5624626281231286;1.1230620325617682;-0.7801633656204423;[-0.6894091024031184, 2.540258774084375];2.63214732676363;1;2.63214732676363;35;117.08040993644656;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1125;[];[];0.0;[];;130.29602872682105;0;0.0;[];0.0;0;0.0
187461;2;;20.94697159218661;22.766348634476163;36;1.384407283355554;0.4780440232962877;-0.6911979043650514;2.895982829802078;1.98363759918188;2.2740947035561416;1.1510326709943737;[-1.1543060969210224, -1.678269316567473];2.036911992286583;1;2.036911992286583;36;124.0533188364655;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1068;[1116];[1116];1.0;[1116];[32.99258814351595];151.19746362702583;0;0.0;[1116];1.0;0;0.0
194476;2;;21.23503780841386;25.64351675460481;37;1.9773082713546115;0.4846590580455988;0.8840776267165064;4.07979225505072;2.927925146396253;2.6388935609559683;0.3647988573998266;[0.28806621622725004, 2.877168120128651];2.8915529627548104;1;2.8915529627548104;37;130.45762010991487;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1158;[1073];[1073];1.0;[1073];[88.37502364247523];165.8410292819167;0;0.0;[];0.0;0;0.0
204935;2;;20.53514500629023;23.7075987388186;38;1.3346792882825018;0.4706609233301959;2.332223742898822;2.8357554709213604;1.9371625968581252;2.8944719958657736;0.2555784349098053;[-0.6998928021236317, -1.9359180157862141];2.058550096138081;1;2.058550096138081;38;138.79856253041254;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1067;[];[];0.0;[];;138.6913395319327;0;0.0;[1109];1;0;0.0
212378;2;;19.367081111882044;26.683221716863265;39;2.001087136712432;0.4442179714201285;2.096117875057552;4.504741513079987;2.602600130130008;2.4206205188335974;-0.4738514770321762;[-1.168063894408185, 2.9756229780446652];3.196670982270058;1;3.196670982270058;39;144.58659385200585;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1188;[1159];[1159];1.0;[1159];[95.71870868695147];165.9481182333325;0;0.0;[];0.0;0;0.0
226244;2;;19.6286958312192;24.663470150637057;40;1.3766403111200705;0.4697126167437019;2.1186361283160755;2.930813995722905;1.9646250982312563;2.896341050660488;0.4757205318268904;[0.26161471933715674, -2.0197515662262084];2.03662432732379;1;2.03662432732379;40;148.0376305302337;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1091;[];[];0.0;[];;156.4309245920542;0;0.0;[];0.0;0;0.0
239470;2;;19.730617999260215;25.01454584632913;41;1.3608005495399378;0.4972483276333589;2.268937672483468;2.7366618928949125;2.055462602773132;2.7302346860703035;-0.1661063645901843;[0.10192216804101761, 0.3510756956920744];0.365571159206871;1;0.365571159206871;41;152.79251681767022;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1147;[];[];0.0;[];;67.17559472262066;0;0.0;[];0.0;0;0.0
269488;2;;19.21258390054389;25.434238557301743;42;1.366793455640414;0.5037445288022512;2.6754993533031044;2.713267097689828;2.0258876012943814;1.1724353048950669;-1.5577993811752366;[-0.5180340987163241, 0.41969271097261185];0.666709306277012;1;0.666709306277012;42;155.37948185014818;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1188;[];[];0.0;[];;16.641031625631296;0;0.0;[];0.0;0;0.0
262955;2;;18.15752092476709;25.868503717336868;43;1.3786609109531431;0.5090510842952384;2.431175643202364;2.7082957948352986;2.063912603195628;0.2904407927957705;-0.8819945120992964;[-1.0550629757767993, 0.4342651600351246];1.140940012478889;1;1.140940012478889;43;155.33654035107338;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1191;[1288];[1288];1.0;[1288];[14.940309895668662];0.14714149562146328;0;0.0;[1288];1.0;0;0.0
267829;2;;17.73529895084512;26.041024105183237;44;1.440380400208264;0.4645788958222562;-0.8792060108510042;3.100399981921135;1.981525099076251;0.0025681035648168;-0.2878726892309536;[-0.4222219739219746, 0.17252038784636525];0.4561081883558207;1;0.4561081883558207;44;152.15786995784532;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1224;[];[];0.0;[];;143.66914756823127;0;0.0;[];0.0;0;0.0
271634;2;;18.1958195735876;26.156749054771417;45;1.43986150358763;0.4516482120599434;1.7514193204477968;3.1880155066273783;1.98152509907625;2.507499658599245;2.504931555034428;[0.4605206227424823, 0.11572494958818424];0.4748384019098618;1;0.4748384019098618;45;147.57335979581086;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1220;[];[];0.0;[];;95.08136267385711;0;0.0;[];0.0;0;0.0
266236;2;;18.055079489177544;26.561189667465975;46;1.4085721483453009;0.4853031117595096;1.817010631146664;2.902458513481188;2.0491251024562507;1.6594828359416456;-0.8480168226575995;[-0.14074008441005859, 0.404440612694561];0.4282288880452862;1;0.4282288880452862;46;144.95570335375186;240917_177+2618_0p55pagarose_2xTrpNC_OD0p5_mix2pc_5s_2h55_7_CH1;Strain177_CoverageUnknown;moving;1224;[];[];0.0;[];;47.333603977624556;0;0.0;[];0.0;0;0.0
